Product_Name,Customer_Name,date_time,Price_Product,Customer_email,Name_cashier,mobile_number,Transportation_fare,amount_discount,Amount_received
Cake - Mini Potato Pancake,Hinda,10/24/2023,$6.70 ,nmyderscoughjv@google.com.hk,Nathanael,586-857-1466,$2.40 ,$2.88 ,$9.43 
"Yogurt - Banana, 175 Gr",Charil,6/26/2023,$1.15 ,ndenidgejw@bluehost.com,Ned,463-436-8880,$5.23 ,$6.71 ,$3.14 
Plasticforkblack,Eward,9/24/2023,$7.77 ,giversonjx@geocities.jp,Gipsy,287-694-9597,$6.89 ,$6.88 ,$7.18 
Island Oasis - Ice Cream Mix,Laural,1/9/2023,$5.47 ,pcaldeyrouxjy@purevolume.com,Pennie,257-673-3114,$2.62 ,$1.39 ,$1.46 
Tuna - Bluefin,Martie,5/18/2023,$2.10 ,eheggejz@ehow.com,Elaina,756-924-5433,$2.26 ,$4.89 ,$8.36 
Mix Pina Colada,Addie,7/23/2023,$7.33 ,lcordovak0@wikia.com,Lissi,483-233-5264,$1.86 ,$9.90 ,$7.55 
Urban Zen Drinks,Delainey,5/16/2023,$8.54 ,rmoscropk1@symantec.com,Rich,135-890-0414,$4.86 ,$9.88 ,$4.63 
"Wine - Sherry Dry Sack, William",Dominga,8/4/2023,$0.72 ,aghilardik2@de.vu,Ailene,525-747-8633,$7.14 ,$7.15 ,$5.51 
"Nut - Peanut, Roasted",Gaelan,5/25/2023,$7.01 ,cellereyk3@clickbank.net,Cari,889-141-0559,$5.44 ,$4.93 ,$6.83 
Pork - Back Ribs,Kylynn,9/1/2023,$8.10 ,jflannk4@facebook.com,Jamill,852-525-3686,$7.57 ,$3.69 ,$0.50 
Spice - Onion Powder Granulated,Frazer,2/15/2023,$8.92 ,vgosnayk5@dailymail.co.uk,Vance,434-158-0919,$3.17 ,$9.17 ,$9.98 
Garlic - Peeled,Brew,3/11/2023,$3.20 ,kkettlesk6@ow.ly,Kin,231-992-8400,$3.67 ,$2.13 ,$6.43 
"Pasta - Shells, Medium, Dry",Fernando,2/8/2023,$7.87 ,vplewesk7@chron.com,Valentijn,478-202-7088,$1.88 ,$4.64 ,$1.63 
Pork Salted Bellies,Gonzalo,6/13/2023,$8.06 ,mmasik8@cnbc.com,Marilin,617-345-1460,$4.29 ,$3.23 ,$9.88 
Bananas,Ede,11/30/2023,$5.39 ,swaink9@wp.com,Salomon,238-821-6868,$1.46 ,$2.07 ,$8.84 
Bread - French Baquette,Binnie,7/8/2023,$1.84 ,fcosbeyka@ucoz.ru,Friedrich,867-841-7418,$1.76 ,$4.63 ,$5.73 
"Soup - Knorr, Veg / Beef",Derick,6/20/2023,$1.72 ,dgribbonkb@ovh.net,Dorolisa,298-781-8523,$2.32 ,$7.78 ,$2.65 
Cheese - St. Paulin,Kelsey,8/31/2023,$6.62 ,wcluetkc@ucoz.com,William,213-968-2504,$2.79 ,$8.99 ,$2.48 
Barramundi,Jeralee,5/7/2023,$2.44 ,cchampekd@craigslist.org,Corty,603-257-8715,$6.59 ,$5.71 ,$1.97 
Potatoes - Pei 10 Oz,Concettina,9/4/2023,$3.52 ,jmiddleweekke@msu.edu,Jeanie,877-769-5550,$2.06 ,$2.09 ,$8.98 
Apricots Fresh,Issy,12/16/2023,$2.93 ,dbrumptonkf@foxnews.com,Deanna,408-155-6189,$7.82 ,$2.03 ,$1.62 
"Water, Tap",Maurene,1/31/2023,$8.86 ,fmarquiskg@spiegel.de,Flss,221-220-8405,$7.22 ,$6.28 ,$8.00 
Pickerel - Fillets,Lucina,11/13/2023,$2.49 ,tgittingskh@msn.com,Thomas,880-833-0023,$4.98 ,$3.51 ,$9.08 
"Tuna - Canned, Flaked, Light",Claire,11/25/2023,$4.44 ,gsturgiski@twitter.com,Gothart,842-851-2686,$2.65 ,$4.93 ,$2.33 
Onions - Cooking,Valeria,4/28/2023,$1.16 ,hpoggkj@wordpress.com,Howey,989-795-9977,$5.49 ,$2.43 ,$1.50 
Calvados - Boulard,Doloritas,3/3/2023,$0.77 ,dewbanckkk@ucoz.ru,Derward,879-933-7833,$7.44 ,$6.10 ,$1.52 
Plaintain,Hortensia,2/6/2023,$3.98 ,arubinfeldkl@infoseek.co.jp,Adi,506-504-6739,$9.36 ,$7.79 ,$0.23 
Dehydrated Kelp Kombo,Hughie,1/14/2023,$6.08 ,jdwyrkm@blogger.com,Joeann,124-146-3299,$7.90 ,$7.84 ,$3.20 
"Rum - Dark, Bacardi, Black",Barnebas,12/12/2023,$4.27 ,ggerckekn@china.com.cn,Gibb,504-542-4791,$0.08 ,$9.96 ,$5.78 
Lobak,Cullan,12/15/2023,$5.23 ,sdobbyko@xing.com,Sandye,344-466-8104,$0.73 ,$2.20 ,$7.05 
Sauce - Marinara,Dinnie,8/25/2023,$3.72 ,kpeterikp@artisteer.com,Kristen,576-497-2630,$7.66 ,$8.31 ,$4.36 
Tilapia - Fillets,Seline,1/11/2023,$2.12 ,dquantickkq@princeton.edu,Denise,876-738-1096,$2.21 ,$4.94 ,$0.08 
Calypso - Pineapple Passion,Corene,8/27/2023,$9.03 ,mgaywoodkr@salon.com,Muffin,946-300-8795,$1.29 ,$3.56 ,$5.81 
Wine - Crozes Hermitage E.,Maxy,10/15/2023,$7.45 ,mboytonks@furl.net,Miranda,584-752-6754,$3.04 ,$5.58 ,$5.25 
Corn Meal,Noe,3/4/2023,$2.50 ,rclacsonkt@ask.com,Rickie,763-362-7890,$6.97 ,$9.25 ,$4.70 
Shark - Loin,Doralynn,6/23/2023,$7.80 ,mofalloneku@dyndns.org,Micky,792-463-5615,$7.19 ,$4.75 ,$6.30 
"Oil - Truffle, White",Rasia,11/28/2023,$4.21 ,mturnbullkv@cam.ac.uk,Mae,362-480-3627,$3.43 ,$8.07 ,$6.30 
Beef - Ox Tongue,Jerri,5/27/2023,$0.08 ,lomoylanekw@xrea.com,Laverna,754-152-2712,$1.85 ,$8.94 ,$7.04 
Cookies - Fortune,Yalonda,11/29/2023,$0.85 ,dsmicklekx@trellian.com,Daune,738-781-5150,$3.98 ,$8.73 ,$2.80 
Cheese - Gouda,Cyndia,5/15/2023,$7.96 ,scarnegyky@guardian.co.uk,Selie,307-753-5892,$8.88 ,$10.00 ,$5.44 
"Pepper - White, Whole",Maurene,2/12/2023,$1.96 ,jlockittkz@bbb.org,Joana,154-965-2284,$7.03 ,$1.62 ,$4.45 
Cup - Translucent 7 Oz Clear,Hashim,6/24/2023,$8.48 ,fstuchberyl0@house.gov,Franzen,232-141-1487,$5.53 ,$8.94 ,$1.08 
Sword Pick Asst,Sue,3/25/2023,$5.11 ,lstandonl1@ehow.com,Loren,839-223-7433,$0.25 ,$6.24 ,$6.83 
The Pop Shoppe - Lime Rickey,Elyssa,11/26/2023,$5.06 ,tpennockl2@geocities.com,Tamarah,633-172-7980,$5.10 ,$5.35 ,$6.98 
"Lid - High Heat, Super Clear",Jorie,4/2/2023,$5.55 ,aizkovicil3@usa.gov,Alwin,327-534-1824,$5.81 ,$5.01 ,$7.56 
Wine - Fume Blanc Fetzer,Carolina,11/9/2023,$0.19 ,landreopolosl4@rediff.com,Lelah,410-624-4250,$0.63 ,$2.27 ,$1.02 
Beef - Top Sirloin - Aaa,Zita,6/17/2023,$9.56 ,blombardol5@techcrunch.com,Bil,193-857-9369,$3.81 ,$4.81 ,$0.58 
"Pasta - Lasagna, Dry",Salomi,8/17/2023,$3.14 ,ohonnieball6@un.org,Ophelia,963-299-1073,$0.65 ,$1.10 ,$0.80 
"Ranchero - Primerba, Paste",Angela,1/13/2023,$8.22 ,rduffitl7@tinypic.com,Romonda,114-156-5140,$7.21 ,$9.13 ,$8.43 
Honey - Comb,Ramonda,11/16/2023,$3.57 ,aiacapuccil8@oakley.com,Anatollo,173-776-9974,$3.55 ,$8.55 ,$5.22 
"Cheese - Mozzarella, Buffalo",Calli,11/29/2023,$4.79 ,dslightl9@networkadvertising.org,Dionis,159-102-8192,$3.96 ,$1.47 ,$7.74 
Chicken - Whole Fryers,Creighton,1/3/2023,$7.30 ,mjarrittla@kickstarter.com,Milly,131-586-8931,$2.89 ,$7.35 ,$6.64 
"Veal - Brisket, Provimi, Bone - In",Charlena,1/22/2023,$7.00 ,mhaylb@usatoday.com,Maddy,281-689-6419,$8.55 ,$9.65 ,$3.90 
Tea - Green,Cathe,2/1/2023,$6.30 ,ltolemanlc@cloudflare.com,Laryssa,147-475-8239,$4.71 ,$9.67 ,$3.72 
Chips Potato All Dressed - 43g,Nellie,3/27/2023,$1.04 ,slamprechtld@stumbleupon.com,Stoddard,602-764-7292,$5.66 ,$2.11 ,$8.57 
Chicken Breast Halal,Guss,5/8/2023,$0.49 ,afilisovle@state.tx.us,Anallise,202-702-7012,$7.56 ,$7.15 ,$8.43 
"Veal - Brisket, Provimi,bnls",Nola,3/27/2023,$5.86 ,nhaslinlf@privacy.gov.au,Nevsa,700-388-8059,$1.49 ,$7.95 ,$5.44 
"Beef - Ox Tail, Frozen",Sarge,1/25/2023,$3.37 ,ldracksfordlg@abc.net.au,Lazare,681-618-4188,$0.24 ,$7.06 ,$1.75 
Turkey - Oven Roast Breast,Vaclav,1/6/2023,$6.13 ,lmatteottilh@vinaora.com,Lanita,747-492-9565,$5.55 ,$6.31 ,$9.10 
Chicken - Ground,Archambault,3/16/2023,$0.82 ,cfoanli@google.pl,Clywd,930-695-6626,$1.42 ,$5.06 ,$7.57 
Stainless Steel Cleaner Vision,Adan,8/5/2023,$2.36 ,hfisbeylj@weebly.com,Hilario,879-133-9919,$6.20 ,$0.56 ,$5.25 
Versatainer Nc - 888,Eduardo,8/17/2023,$4.35 ,sbartlomiejczyklk@taobao.com,Sherwin,965-881-6970,$4.47 ,$2.51 ,$9.97 
Egg - Salad Premix,Robbie,11/25/2023,$1.68 ,cmateikoll@wufoo.com,Cass,864-687-4609,$9.67 ,$2.13 ,$9.71 
Wine - Fume Blanc Fetzer,Edi,7/24/2023,$1.52 ,sbehneckelm@deliciousdays.com,Shellysheldon,558-506-8153,$9.35 ,$4.78 ,$6.14 
Parsley - Fresh,Antony,2/20/2023,$5.34 ,jmarneyln@ifeng.com,Janelle,791-246-7387,$8.77 ,$4.99 ,$1.61 
Red Pepper Paste,Cris,3/9/2023,$9.78 ,botteylo@desdev.cn,Basilius,194-231-8007,$8.19 ,$8.45 ,$7.04 
Squid Ink,Bernadene,3/30/2023,$7.26 ,hmiskimmonlp@dailymail.co.uk,Henryetta,780-478-1703,$7.03 ,$2.20 ,$4.88 
Wine - Taylors Reserve,Evered,8/22/2023,$0.70 ,mschuriglq@apple.com,Marlyn,713-968-0737,$0.13 ,$0.33 ,$7.57 
Salt And Pepper Mix - Black,Carlyle,9/16/2023,$7.88 ,dhudghtonlr@hubpages.com,Demetrius,615-100-9447,$0.23 ,$9.35 ,$4.80 
Pork - Back Ribs,Jud,2/19/2023,$3.62 ,kbottlels@infoseek.co.jp,Keefe,908-685-4823,$2.21 ,$6.97 ,$6.05 
Wine - Gewurztraminer Pierre,Neils,11/2/2023,$1.17 ,dfreakelt@clickbank.net,Dannel,368-879-7642,$2.73 ,$6.91 ,$1.92 
"Sauce - Bernaise, Mix",Shena,1/20/2023,$9.26 ,jridgleylu@soundcloud.com,Jackie,752-690-4301,$7.03 ,$4.63 ,$1.45 
Muffin Mix - Oatmeal,Royall,4/19/2023,$2.16 ,nyurchishinlv@nyu.edu,Natale,109-341-8524,$0.43 ,$8.30 ,$1.27 
External Supplier,Giffard,6/29/2023,$1.82 ,stuckettlw@tinyurl.com,Saloma,249-677-8037,$3.78 ,$8.32 ,$6.83 
"Soup - Campbells, Spinach Crm",Elinor,5/1/2023,$4.92 ,jkirtleylx@printfriendly.com,Joann,586-907-4483,$5.40 ,$4.38 ,$5.02 
"Pork - Bacon, Double Smoked",Perrine,12/10/2023,$7.16 ,anewboldly@merriam-webster.com,Aron,433-132-2175,$0.52 ,$9.31 ,$8.68 
"Wine - Red, Mosaic Zweigelt",Rutter,4/26/2023,$2.72 ,bpurrylz@amazon.co.uk,Brandea,229-196-8630,$8.28 ,$0.01 ,$5.95 
Oil - Cooking Spray,Jacklyn,4/22/2023,$3.75 ,tbottrillm0@noaa.gov,Tonia,611-588-7181,$9.50 ,$9.95 ,$2.64 
The Pop Shoppe - Lime Rickey,Candice,7/21/2023,$8.66 ,ccescom1@apache.org,Clary,806-559-5295,$3.00 ,$1.77 ,$1.50 
"Lid - High Heat, Super Clear",Merwin,4/17/2023,$2.78 ,cheeronm2@squarespace.com,Chaddie,878-830-1096,$7.45 ,$8.60 ,$8.29 
Carbonated Water - Wildberry,Mitch,7/28/2023,$3.30 ,wmummerym3@google.co.uk,Wynny,991-950-1340,$5.39 ,$9.63 ,$7.39 
"Soup - Knorr, Chicken Noodle",Dosi,2/2/2023,$2.41 ,ibarenskiem4@yellowbook.com,Ivette,662-331-2037,$7.29 ,$7.53 ,$8.25 
"Yeast - Fresh, Fleischman",Nelli,10/21/2023,$4.98 ,bstelfoxm5@google.fr,Barbara-anne,274-670-4939,$2.08 ,$2.73 ,$0.11 
Beans - Fine,Rochette,3/22/2023,$6.93 ,cdumbletonm6@drupal.org,Charita,925-170-5653,$8.80 ,$7.30 ,$0.78 
Wine - Penfolds Koonuga Hill,Karmen,2/11/2023,$1.22 ,ggoodinsonm7@is.gd,Griffith,200-230-4441,$7.00 ,$6.08 ,$6.36 
Bread - White Mini Epi,Cecile,3/31/2023,$3.02 ,rfallism8@mediafire.com,Rriocard,102-370-3451,$0.18 ,$9.71 ,$9.74 
"Oil - Truffle, Black",Abel,11/27/2023,$4.73 ,fchatterism9@exblog.jp,Francene,386-447-6202,$7.95 ,$9.28 ,$0.09 
Crackers - Graham,Puff,2/18/2023,$6.46 ,hhurworthma@yahoo.co.jp,Honey,828-826-1638,$4.71 ,$8.92 ,$5.91 
Olives - Morracan Dired,Moyna,11/7/2023,$6.46 ,texetermb@blogtalkradio.com,Tiphanie,800-668-4133,$3.65 ,$9.54 ,$3.18 
Muffin - Mix - Creme Brule 15l,Berti,9/12/2023,$2.32 ,cnorringtonmc@miitbeian.gov.cn,Clerc,301-130-6550,$4.69 ,$0.97 ,$8.95 
Veal - Loin,Rice,11/16/2023,$2.89 ,wshorrockmd@usatoday.com,Whitaker,551-286-5495,$8.03 ,$7.54 ,$7.66 
Sea Bass - Whole,Kerrill,10/4/2023,$6.69 ,wmcdellme@list-manage.com,Weston,397-815-2247,$2.27 ,$5.48 ,$6.04 
Juice - Prune,Blondie,8/22/2023,$2.40 ,vthomasonmf@acquirethisname.com,Vicky,806-660-7964,$7.13 ,$1.43 ,$2.88 
"Rosemary - Primerba, Paste",Nikos,12/14/2023,$2.03 ,jnardonimg@cnn.com,Jacquenette,718-639-6732,$5.19 ,$7.31 ,$2.27 
Soup - Campbells - Chicken Noodle,Gui,12/5/2023,$4.64 ,dmaddenmh@state.gov,Deedee,787-471-5167,$2.79 ,$3.91 ,$0.96 
Chevril,Leone,9/16/2023,$7.63 ,tcowlammi@istockphoto.com,Tamera,127-845-5867,$1.89 ,$8.32 ,$3.84 
Clementine,Brooke,6/26/2023,$1.01 ,kmerillmj@simplemachines.org,Katharina,348-846-5157,$0.86 ,$4.40 ,$9.18 
"Rum - Coconut, Malibu",Caryl,2/3/2023,$1.01 ,slissandrinimk@flickr.com,Spencer,711-449-8207,$3.59 ,$5.62 ,$2.16 
"Beef - Bones, Marrow",Genevieve,11/18/2023,$6.39 ,ctorricinaml@imageshack.us,Casey,246-646-1922,$9.93 ,$0.61 ,$5.87 
Pants Custom Dry Clean,Corabella,6/13/2023,$8.84 ,froddermm@csmonitor.com,Fitzgerald,760-983-1807,$1.69 ,$1.78 ,$3.84 
Soup - Campbells Pasta Fagioli,Josey,9/22/2023,$8.82 ,bleadsmn@mapquest.com,Boonie,700-575-6229,$1.35 ,$4.50 ,$3.92 
Pie Filling - Apple,Tye,3/26/2023,$4.72 ,tlissandrimo@t-online.de,Tilly,546-529-6162,$1.85 ,$4.46 ,$9.78 
Soy Protein,Conroy,5/21/2023,$1.58 ,dchurchesmp@ask.com,Devin,311-658-7164,$9.63 ,$3.94 ,$6.82 
Flavouring - Rum,Mariette,8/12/2023,$0.08 ,zleyburnmq@theglobeandmail.com,Zarah,196-803-8983,$3.45 ,$9.11 ,$8.80 
Sobe - Orange Carrot,Prisca,4/4/2023,$0.51 ,dtoolinmr@marketwatch.com,Dennie,971-635-4015,$9.99 ,$1.79 ,$5.11 
Sauce - Chili,Shannon,6/25/2023,$8.65 ,dramelotms@toplist.cz,Dora,948-195-3444,$6.04 ,$7.05 ,$8.45 
Smoked Tongue,Lindie,7/15/2023,$5.15 ,dtinkermt@yellowpages.com,Daffie,500-863-1786,$1.41 ,$0.20 ,$7.50 
Appetizer - Chicken Satay,Carmela,5/17/2023,$1.75 ,rdavidofskimu@alibaba.com,Ricca,522-586-5961,$8.85 ,$3.72 ,$5.11 
Cup Translucent 9 Oz,Kirstyn,11/12/2023,$6.26 ,satcherleymv@fotki.com,Saloma,932-924-5720,$9.15 ,$4.98 ,$1.93 
"Sparkling Wine - Rose, Freixenet",Hetty,9/4/2023,$6.26 ,saldgatemw@engadget.com,Smitty,375-209-8773,$5.40 ,$0.52 ,$2.49 
Garlic - Peeled,Francois,5/21/2023,$9.38 ,mmillenmx@mozilla.com,Maje,842-705-9992,$9.79 ,$5.62 ,$2.94 
Shichimi Togarashi Peppeers,Cathyleen,4/29/2023,$6.91 ,ldentonmy@google.com.br,Laurens,657-186-1097,$1.02 ,$4.83 ,$7.24 
"Pasta - Penne Primavera, Single",Jacenta,7/9/2023,$5.49 ,bjanousekmz@usa.gov,Brooke,724-152-5474,$9.06 ,$8.76 ,$3.56 
Remy Red,Brok,9/2/2023,$0.98 ,amaccleodn0@irs.gov,Amity,540-113-5419,$4.76 ,$4.05 ,$4.10 
Yogurt - Plain,Stephi,4/12/2023,$4.78 ,gcankettn1@apache.org,Gaynor,691-149-7228,$9.13 ,$9.76 ,$4.90 
Tomatoes - Roma,Willi,5/19/2023,$5.09 ,ewarlawn2@multiply.com,Emerson,414-267-1788,$5.74 ,$8.07 ,$8.75 
Bread - Pain Au Liat X12,Pearline,2/11/2023,$1.76 ,aewbanckn3@delicious.com,Abrahan,359-210-5406,$4.27 ,$6.36 ,$3.96 
Onion Powder,Gayelord,5/7/2023,$3.02 ,chephern4@addthis.com,Curt,173-602-1534,$1.24 ,$5.94 ,$9.36 
Aspic - Amber,Janot,8/18/2023,$1.37 ,spedrickn5@blogspot.com,Suzie,302-924-4627,$4.37 ,$1.59 ,$5.78 
Bar Mix - Lemon,Ceciley,8/11/2023,$8.43 ,idwelleyn6@npr.org,Ivie,152-530-0059,$4.18 ,$9.97 ,$9.70 
Melon - Watermelon Yellow,Gerhard,8/29/2023,$9.83 ,sbellen7@amazon.com,Sharai,182-291-8531,$5.57 ,$7.19 ,$5.92 
Kirsch - Schloss,Birgitta,2/11/2023,$9.29 ,stresken8@bigcartel.com,Sergeant,795-438-0707,$5.92 ,$3.13 ,$7.49 
Wanton Wrap,Luella,3/17/2023,$4.25 ,skerbyn9@answers.com,Sheffie,347-711-3370,$1.40 ,$6.73 ,$7.66 
Ocean Spray - Kiwi Strawberry,Helena,9/4/2023,$9.05 ,pbaylayna@multiply.com,Penn,288-859-9014,$0.06 ,$7.52 ,$8.97 
Veal - Heart,Hyacinthia,6/25/2023,$5.42 ,llappinnb@gov.uk,Lock,717-473-1230,$0.02 ,$1.17 ,$8.84 
Ham - Cooked Bayonne Tinned,Rozanne,11/6/2023,$5.10 ,eshoardnc@zimbio.com,Emerson,145-327-0800,$0.36 ,$8.39 ,$6.62 
Tea - Herbal I Love Lemon,Lyda,3/23/2023,$8.59 ,idahmkend@hostgator.com,Ingra,792-263-2976,$1.32 ,$0.29 ,$3.67 
Lobster - Base,Corly,7/5/2023,$2.54 ,zpettiferne@mysql.com,Zonda,847-684-0638,$4.19 ,$5.66 ,$0.33 
Lemons,Kerrin,1/8/2023,$2.28 ,rsteennf@cargocollective.com,Rudiger,885-224-2678,$3.96 ,$8.57 ,$4.06 
"Soda Water - Club Soda, 355 Ml",Rudd,9/29/2023,$3.16 ,iendecottng@dmoz.org,Isabeau,321-939-2475,$9.82 ,$9.22 ,$6.02 
"Salmon - Whole, 4 - 6 Pounds",Ortensia,12/19/2023,$4.46 ,aengleynh@netlog.com,Adora,234-758-8026,$7.73 ,$0.85 ,$0.14 
Wine - Cava Aria Estate Brut,Vassily,11/18/2023,$9.63 ,mfusseyni@hhs.gov,Muriel,515-109-2249,$0.96 ,$9.10 ,$6.98 
Container - Hngd Cll Blk 7x7x3,Lindsey,7/11/2023,$4.33 ,lmaccaugheynj@oakley.com,Lonny,690-722-9286,$1.80 ,$0.52 ,$4.57 
Potato - Sweet,Nobe,12/9/2023,$9.28 ,tpinwellnk@huffingtonpost.com,Timmy,779-816-2010,$8.14 ,$5.05 ,$4.20 
Apricots - Halves,Cristiano,12/29/2023,$6.81 ,umeredythnl@epa.gov,Ulrich,751-865-4764,$9.69 ,$1.16 ,$6.65 
Pears - Bosc,Quintin,4/20/2023,$5.85 ,blindbacknm@delicious.com,Brody,654-902-6194,$9.21 ,$0.62 ,$8.02 
Cheese - St. Paulin,Sidonia,10/17/2023,$9.42 ,barltnn@fastcompany.com,Belle,900-375-1474,$2.16 ,$9.07 ,$9.10 
Beef - Kobe Striploin,Edan,7/10/2023,$4.89 ,cheadno@yolasite.com,Carissa,312-268-0487,$7.51 ,$0.07 ,$4.06 
Chicken - Whole Roasting,Amalie,1/27/2023,$7.73 ,mkimblenp@imageshack.us,Merle,815-796-6146,$2.43 ,$9.36 ,$4.70 
"Split Peas - Yellow, Dry",Madeline,2/17/2023,$1.92 ,lheggisonnq@sun.com,Lenee,260-973-1936,$8.89 ,$7.98 ,$7.19 
Onions - Pearl,Jerrylee,11/13/2023,$6.33 ,ckemittnr@hubpages.com,Christean,637-976-5763,$0.47 ,$3.90 ,$7.80 
Flour - So Mix Cake White,Rena,7/20/2023,$0.12 ,rfreedns@bloomberg.com,Richmound,226-490-7949,$0.93 ,$3.18 ,$3.27 
Shrimp - Black Tiger 6 - 8,Almeta,4/5/2023,$5.11 ,acurtainnt@clickbank.net,Ashley,802-601-0184,$9.76 ,$9.98 ,$4.41 
Plums - Red,Jeannie,11/21/2023,$8.77 ,stheoboldnu@about.me,Savina,795-249-0039,$4.94 ,$4.59 ,$3.26 
"Nut - Peanut, Roasted",Viv,10/4/2023,$0.11 ,smurrhardtnv@latimes.com,Skipper,748-494-7104,$3.97 ,$5.96 ,$1.60 
Bols Melon Liqueur,Rosanna,11/18/2023,$0.83 ,lcowlandnw@gov.uk,Lucius,915-386-3699,$3.12 ,$6.54 ,$5.17 
Soup - Campbells Chicken,Levey,1/2/2023,$7.62 ,tlambrichtnx@zimbio.com,Tori,734-670-3156,$3.63 ,$8.06 ,$2.06 
Crush - Cream Soda,Rosamond,9/3/2023,$8.77 ,ebunningny@photobucket.com,Elliott,586-572-5192,$6.82 ,$0.58 ,$6.09 
Wine - Lou Black Shiraz,Bevin,5/1/2023,$3.14 ,kcuddehaynz@clickbank.net,Krysta,176-585-0848,$9.94 ,$5.42 ,$2.80 
"Lemonade - Island Tea, 591 Ml",Eddy,9/11/2023,$2.59 ,wsaurino0@parallels.com,Warren,173-351-1890,$0.07 ,$0.01 ,$5.23 
Wine - Magnotta - Bel Paese White,Boycie,5/12/2023,$3.75 ,sguenyo1@flickr.com,Sabra,486-113-4595,$6.85 ,$5.96 ,$7.77 
Icecream - Dstk Cml And Fdg,Iolanthe,5/29/2023,$0.01 ,dwinmillo2@over-blog.com,Darrick,401-890-9824,$9.24 ,$9.12 ,$6.43 
Strawberries,Lucias,12/7/2023,$2.08 ,jmctrustamo3@newsvine.com,Jamaal,464-795-0954,$1.26 ,$4.63 ,$6.26 
Wine - Rhine Riesling Wolf Blass,Dorthy,10/14/2023,$1.33 ,fdegueo4@wp.com,Fianna,894-371-8433,$9.85 ,$7.42 ,$2.34 
Beef - Texas Style Burger,Haven,12/15/2023,$4.99 ,cmorbeyo5@blogs.com,Carma,143-143-7721,$8.96 ,$8.41 ,$5.70 
Bouq All Italian - Primerba,Grissel,8/24/2023,$6.83 ,vbaxillo6@gizmodo.com,Veronica,407-391-4849,$9.64 ,$0.44 ,$1.18 
Parsley - Fresh,Carlin,2/12/2023,$4.45 ,lmacleseo7@smugmug.com,Letitia,829-419-5724,$5.50 ,$6.39 ,$1.52 
Wine - White Cab Sauv.on,Griswold,7/24/2023,$4.43 ,dpuddano8@vk.com,Dodie,658-781-2499,$0.70 ,$3.08 ,$8.11 
Corn Kernels - Frozen,Evin,9/30/2023,$9.30 ,hdavideko9@odnoklassniki.ru,Halie,382-183-2443,$7.47 ,$2.21 ,$8.48 
Cheese - Swiss,Inge,11/11/2023,$7.91 ,jjallandoa@army.mil,Janette,162-545-3107,$6.04 ,$7.27 ,$0.87 
Snapple Raspberry Tea,Willamina,6/20/2023,$4.30 ,cpauletob@opera.com,Charline,826-762-7960,$3.31 ,$9.33 ,$3.16 
Shiratamako - Rice Flour,Cassy,12/6/2023,$6.66 ,ejakoubecoc@github.io,Ellis,653-278-7740,$2.58 ,$5.99 ,$9.89 
Compound - Passion Fruit,Syd,6/24/2023,$8.43 ,acreebood@usa.gov,Amery,272-365-7690,$7.96 ,$8.68 ,$1.52 
Bread Crumbs - Panko,Em,6/16/2023,$3.94 ,pdenningoe@jimdo.com,Pen,414-340-1561,$5.04 ,$9.33 ,$7.81 
Isomalt,Martynne,8/11/2023,$8.90 ,kaxfordof@hc360.com,Kristyn,360-456-5387,$6.84 ,$2.38 ,$2.95 
Sauce - Rosee,Taddeusz,5/13/2023,$6.04 ,ckuberaog@cdbaby.com,Caleb,403-865-0210,$9.60 ,$4.58 ,$3.43 
Beer - True North Lager,Emelita,9/25/2023,$9.93 ,kshepperdoh@imageshack.us,Kimmie,194-665-8368,$3.79 ,$8.79 ,$5.32 
Temperature Recording Station,Gail,12/11/2023,$5.02 ,pgormanoi@google.fr,Pieter,528-369-2968,$1.12 ,$0.96 ,$0.01 
Propel Sport Drink,Karyn,1/16/2023,$8.91 ,smecchioj@sbwire.com,Sanders,402-677-5995,$4.91 ,$5.32 ,$2.75 
Mustard Prepared,Rosy,7/11/2023,$1.26 ,kmakeswellok@so-net.ne.jp,Karee,423-988-5581,$3.75 ,$6.08 ,$3.36 
Tomatoes Tear Drop Yellow,Austin,5/2/2023,$4.56 ,npagninol@behance.net,Nancey,459-742-6669,$7.44 ,$4.80 ,$4.49 
Persimmons,Hoyt,4/18/2023,$5.24 ,tsavouryom@europa.eu,Trudey,366-773-9717,$9.99 ,$7.74 ,$1.48 
"Cherries - Maraschino,jar",Fan,3/29/2023,$8.41 ,bfareweatheron@mediafire.com,Blancha,395-184-7783,$2.19 ,$1.96 ,$3.27 
Orange - Blood,Phedra,6/13/2023,$1.40 ,jbeeckeroo@reference.com,Jeniece,137-272-9950,$3.90 ,$7.95 ,$3.84 
Cherries - Frozen,Beck,3/16/2023,$0.44 ,ccunioop@techcrunch.com,Correy,678-408-1626,$8.62 ,$1.85 ,$8.90 
"Shrimp - Baby, Cold Water",Reese,2/3/2023,$5.59 ,mdinsdaleoq@vk.com,Malvin,510-907-8529,$9.27 ,$4.20 ,$3.06 
"Coke - Classic, 355 Ml",Chicky,3/19/2023,$3.18 ,clagdeor@networksolutions.com,Cosmo,798-543-5725,$2.20 ,$2.28 ,$3.35 
Wine - Manischewitz Concord,Jorrie,6/29/2023,$6.87 ,tseignioros@gnu.org,Timoteo,757-756-7426,$2.36 ,$2.12 ,$8.86 
